Date,Open,High,Low,Close,Volume,OpenInterest
2006-01-31,3578.73,3707.63,3515.07,3691.41,0,0
2006-02-28,3686.16,3840.56,3637.93,3774.51,0,0
2006-03-31,3775.23,3881.69,3702.04,3853.74,0,0
2006-04-28,3859.99,3892.35,3749.71,3839.90,0,0
2006-05-31,3839.24,3897.40,3527.05,3637.17,0,0
2006-06-30,3634.82,3688.89,3379.66,3648.92,0,0
2006-07-31,3648.91,3711.52,3462.77,3691.87,0,0
2006-08-31,3687.82,3829.40,3632.51,3808.70,0,0
2006-09-29,3808.99,3921.15,3709.81,3899.41,0,0
2006-10-31,3902.03,4047.54,3858.87,4004.80,0,0
2006-11-30,4003.80,4118.40,3951.94,3987.23,0,0
2006-12-29,3993.03,4147.38,3914.46,4119.94,0,0
