Date,Open,High,Low,Close,Volume,Adj Close
1997-01-02,30.0,30.0,29.25,29.5,4237700,17.596354
1997-01-03,29.75,30.0,29.625,29.75,2795500,17.745475
1997-01-06,29.875,30.0,28.875,29.25,5361400,17.447232
1997-01-07,29.125,29.5,28.875,29.5,4311600,17.596354
1997-01-08,29.625,29.875,29.375,29.625,3346800,17.670915
1997-01-09,29.625,29.75,29.125,29.25,4212900,17.447232
1997-01-10,28.875,29.25,28.625,29.125,5606200,17.372671
1997-01-13,29.125,29.75,29.0,29.5,3874100,17.596354
1997-01-14,29.5,29.875,29.5,29.75,3561100,17.745475
1997-01-15,29.625,29.75,29.5,29.625,3739000,17.670915
1997-01-16,29.625,30.25,29.5,30.25,5840300,18.043719
1997-01-17,30.25,30.625,30.125,30.5,6340000,18.19284
1997-01-20,30.75,32.0,30.625,31.25,6673200,18.640205
1997-01-21,31.125,32.0,31.125,31.75,5959200,18.938449
1997-01-22,31.625,32.0,31.5,32.0,4539600,19.08757
1997-01-23,35.0,35.875,33.875,35.5,30608400,21.175273
1997-01-24,35.0,35.25,33.75,33.875,15491900,20.205983
1997-01-27,34.125,34.5,34.0,34.125,8446400,20.355104
1997-01-28,34.75,35.0,34.0,34.5,8297100,20.578787
1997-01-29,34.5,34.75,34.125,34.25,5630400,20.429665
1997-01-30,34.5,34.625,34.125,34.5,4385800,20.578787
1997-01-31,34.5,34.875,34.375,34.875,5257700,20.802469
1997-02-03,34.625,34.75,33.875,34.125,4219500,20.355104
1997-02-04,33.375,33.625,32.625,32.875,10917200,19.609496
1997-02-05,32.625,32.875,31.5,31.875,11708400,19.013009
1997-02-06,31.875,32.5,31.75,32.375,6027300,19.311253
1997-02-07,32.375,32.75,31.75,32.25,4643200,19.236692
1997-02-10,32.125,32.75,32.125,32.25,3711900,19.236692
1997-02-11,32.5,32.625,32.25,32.5,3102300,19.385813
1997-02-12,32.25,32.375,31.75,32.25,4532800,19.236692
1997-02-13,32.125,32.375,31.875,31.875,4405200,19.013009
1997-02-14,32.0,32.375,31.75,32.25,5225100,19.236692
1997-02-18,32.125,32.75,32.0,32.75,3515400,19.534935
1997-02-19,32.5,33.25,32.5,32.875,4414500,19.609496
1997-02-20,32.875,34.0,32.875,33.5,6854800,19.9823
1997-02-21,33.875,34.875,33.75,34.5,8611900,20.578787
1997-02-24,34.5,34.625,34.0,34.125,4923200,20.355104
1997-02-25,34.375,34.625,33.875,33.875,3833700,20.205983
1997-02-26,33.0,33.75,32.5,33.0,5652600,19.684057
1997-02-27,33.125,33.75,32.875,33.125,4063000,19.758618
1997-02-28,33.0,33.625,32.875,33.0,4453800,19.684057
1997-03-03,32.75,33.625,32.75,33.375,2895600,19.907739
1997-03-04,33.125,33.375,32.125,32.25,3983800,19.236692
1997-03-05,32.5,32.625,32.0,32.25,4086000,19.236692
1997-03-06,32.25,32.5,31.875,31.875,4370600,19.013009
1997-03-07,31.875,32.0,31.625,31.75,4196000,18.938449
1997-03-10,32.0,32.125,31.75,32.0,2817200,19.08757
1997-03-11,31.875,32.75,31.75,32.5,4694300,19.385813
1997-03-12,32.625,32.75,32.0,32.0,4182800,19.155352
1997-03-13,31.875,32.0,31.375,31.375,3827700,18.781224
1997-03-14,31.375,31.875,30.875,31.125,4452600,18.631572
1997-03-17,31.125,31.125,30.75,30.875,4335500,18.481921
1997-03-18,31.0,31.375,30.75,31.0,4538900,18.556747
1997-03-19,31.125,32.125,31.125,32.0,4532700,19.155352
1997-03-20,32.0,32.75,32.0,32.625,4527100,19.52948
1997-03-21,32.875,33.25,32.375,32.5,5043800,19.454654
1997-03-24,32.625,32.875,32.25,32.75,2857200,19.604305
1997-03-25,32.625,33.25,32.5,33.25,3316300,19.903608
1997-03-26,33.25,33.375,32.5,33.25,2782500,19.903608
1997-03-27,33.25,33.625,33.0,33.25,3808700,19.903608
1997-03-31,33.125,33.25,32.0,32.375,4782300,19.379828
1997-04-01,32.5,32.5,31.625,31.875,3868000,19.080526
1997-04-02,31.625,32.125,31.5,31.875,3449500,19.080526
1997-04-03,31.5,31.875,31.25,31.875,2689700,19.080526
1997-04-04,31.5,31.75,31.125,31.625,3565800,18.930875
1997-04-07,31.75,32.25,31.625,32.125,2906300,19.230177
1997-04-08,32.0,32.375,31.875,32.125,2350800,19.230177
1997-04-09,32.125,32.875,32.125,32.75,3126100,19.604305
1997-04-10,32.75,33.375,32.75,33.0,3667500,19.753956
1997-04-11,32.75,33.125,31.875,31.875,3315600,19.080526
1997-04-14,31.875,32.75,31.875,32.625,3160100,19.52948
1997-04-15,32.75,33.125,32.5,32.875,3499200,19.679131
1997-04-16,32.5,33.25,32.5,32.875,3661400,19.679131
1997-04-17,32.75,33.625,32.75,33.25,4172200,19.903608
1997-04-18,33.25,33.375,32.875,33.125,3096800,19.828782
1997-04-21,32.875,33.375,32.5,32.75,2270300,19.604305
1997-04-22,32.625,33.625,32.25,33.5,3516200,20.053259
