Date,Open,High,Low,Close,Volume,OpenInterest
2006-01-13,3578.73,3685.99,3578.73,3629.25,0,0
2006-01-27,3628.73,3685.48,3515.07,3685.48,0,0
2006-02-10,3684.38,3745.14,3637.93,3695.63,0,0
2006-02-24,3696.09,3831.16,3684.83,3826.00,0,0
2006-03-10,3828.99,3840.56,3702.04,3798.46,0,0
2006-03-24,3801.03,3878.49,3801.03,3870.89,0,0
2006-04-07,3872.28,3881.69,3799.04,3823.11,0,0
2006-04-21,3822.35,3892.35,3749.71,3888.46,0,0
2006-05-05,3884.57,3892.16,3806.35,3874.32,0,0
2006-05-19,3877.74,3897.40,3558.27,3625.33,0,0
2006-06-02,3622.35,3699.80,3527.05,3636.89,0,0
2006-06-16,3636.83,3638.59,3379.66,3463.56,0,0
2006-06-30,3469.88,3655.02,3453.14,3648.92,0,0
2006-07-14,3648.91,3671.09,3508.25,3508.25,0,0
2006-07-28,3512.22,3711.41,3462.77,3710.60,0,0
2006-08-11,3708.82,3729.29,3632.51,3675.10,0,0
2006-08-25,3690.09,3807.48,3690.09,3781.17,0,0
2006-09-08,3778.79,3839.30,3729.77,3750.08,0,0
2006-09-22,3745.78,3867.74,3709.81,3812.73,0,0
2006-10-06,3815.13,3950.06,3802.47,3940.31,0,0
2006-10-20,3932.33,4016.63,3921.81,3998.19,0,0
2006-11-03,4001.63,4047.54,3961.64,3990.46,0,0
2006-11-17,3991.47,4116.79,3991.47,4078.36,0,0
2006-12-01,4074.59,4118.40,3914.46,3932.09,0,0
2006-12-15,3935.81,4147.38,3927.40,4140.66,0,0
2006-12-29,4140.99,4142.06,4072.62,4119.94,0,0
