Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,37.779999,38.029999,37.549999,37.840000,35.166069,18162100
2014-01-03,37.650002,37.860001,37.560001,37.619999,35.072853,11693900
2014-01-06,37.639999,37.799999,37.419998,37.470001,34.932995,15329400
2014-01-07,37.660000,37.930000,37.500000,37.849998,35.287270,16792200
2014-01-08,37.790001,37.910000,37.560001,37.720001,35.166077,16111600
2014-01-09,37.849998,37.849998,37.459999,37.650002,35.100822,13623500
2014-01-10,37.750000,38.139999,37.590000,38.110001,35.529667,15402900
2014-01-13,37.950001,38.200001,37.700001,37.750000,35.194050,20848300
2014-01-14,37.779999,38.250000,37.709999,38.209999,35.622894,13486400
2014-01-15,38.200001,38.570000,38.119999,38.410000,35.809361,17010900
2014-01-16,38.389999,38.770000,38.169998,38.290001,35.697491,13463000
2014-01-17,38.119999,38.470001,38.029999,38.209999,35.622894,14051100
2014-01-21,38.520000,38.520000,37.799999,38.110001,35.529667,13540000
2014-01-22,38.029999,38.279999,37.950001,37.980000,35.408474,14006300
2014-01-23,38.169998,38.259998,37.930000,38.150002,35.566963,14174200
2014-01-24,37.919998,37.959999,37.110001,37.110001,34.597382,26815600
2014-01-27,37.259998,37.369999,36.490002,36.490002,34.019360,19073800
2014-01-28,36.599998,37.130001,36.580002,37.099998,34.588047,13899900
2014-01-29,37.180000,37.250000,36.709999,36.970001,34.466854,16553600
2014-01-30,37.189999,37.560001,37.080002,37.400002,34.867741,12975500
2014-01-31,37.029999,37.200001,36.680000,36.900002,34.401588,17039700
2014-02-03,37.090000,37.090000,35.820000,35.840000,33.413364,21272600
2014-02-04,35.650002,36.020000,35.439999,35.959999,33.525238,16228000
2014-02-05,35.520000,36.250000,35.470001,35.950001,33.515923,11458400
2014-02-06,36.119999,36.830002,36.110001,36.720001,34.233772,14762200
2014-02-07,36.880001,37.230000,36.709999,37.189999,34.671955,13114700
2014-02-10,37.240002,37.439999,37.070000,37.299999,34.774513,10976900
2014-02-11,37.500000,37.900002,37.389999,37.840000,35.277946,12066100
2014-02-12,37.799999,38.250000,37.660000,38.070000,35.492378,12343200
2014-02-13,37.840000,38.490002,37.779999,38.419998,35.818676,11683200
2014-02-14,38.330002,38.330002,37.919998,37.980000,35.408474,15641400
2014-02-18,38.060001,38.119999,37.730000,37.970001,35.399147,10560300
2014-02-19,37.830002,38.299999,37.799999,37.869999,35.305916,12491400
2014-02-20,37.840000,38.349998,37.700001,38.270000,35.678833,11786000
2014-02-21,38.330002,38.490002,38.080002,38.099998,35.520336,13243600
2014-02-24,38.160000,38.459999,38.040001,38.139999,35.557640,10388100
